"Stars","Title","State Penalty","docking score","globalStrain(kcal)","energy","Chirality 1","Chirality 2"
2,"20240814_D1",0.0000,-7.595,6.628,,"",""
2,"20240814_D2",0.0000,-8.292,12.652,,"",""
2,"20240814_D3",0.0000,-7.155,17.019,,"",""
2,"20240814_D4",0.0000,-8.486,22.720,,"",""
2,"20240814_D5",0.0000,-8.998,16.671,,"",""
